"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","6/305","71/18986",0.0845070422535211,5.26049411221427,4.59558847054648,0.000976001167290437,0.0355024346236072,0.0295853621863393,"CDKN1A/CLSPN/CDC6/DTL/TICRR/PKMYT1",6
"BP","GO:0035116","embryonic hindlimb morphogenesis","4/305","28/18986",0.142857142857143,8.89274004683841,5.34030074665913,0.000986178739544645,0.0355024346236072,0.0295853621863393,"GPC3/MSX2/OSR2/TWIST1",4
"BP","GO:0044342","type B pancreatic cell proliferation","4/305","28/18986",0.142857142857143,8.89274004683841,5.34030074665913,0.000986178739544645,0.0355024346236072,0.0295853621863393,"PTPRN/NR4A3/WNT3A/CCN3",4
"BP","GO:0048714","positive regulation of oligodendrocyte differentiation","4/305","28/18986",0.142857142857143,8.89274004683841,5.34030074665913,0.000986178739544645,0.0355024346236072,0.0295853621863393,"TENM4/ZNF488/ZNF365/IL34",4
"BP","GO:0060575","intestinal epithelial cell differentiation","4/305","28/18986",0.142857142857143,8.89274004683841,5.34030074665913,0.000986178739544645,0.0355024346236072,0.0295853621863393,"CDKN1A/TYMS/PRDM1/NPY",4
"BP","GO:0034331","cell junction maintenance","5/305","48/18986",0.104166666666667,6.48428961748634,4.86103898366869,0.00100710135335516,0.0358894300468383,0.0299078583723652,"SHANK2/CBLN2/ITGB3/SHANK1/PLXNA4",5
"BP","GO:0141060","disruption of anatomical structure in another organism","8/305","127/18986",0.062992125984252,3.92120820962953,4.22046402680487,0.00103981204053278,0.0363922207726008,0.030326850643834,"CXCL3/CXCL1/CXCL6/CXCL8/CXCL2/CXCL10/CHGA/TAC1",8
"BP","GO:0061029","eyelid development in camera-type eye","3/305","13/18986",0.230769230769231,14.3651954602774,6.15933956569188,0.00104184078742423,0.0363922207726008,0.030326850643834,"GRHL3/OSR2/TWIST1",3
"BP","GO:0042698","ovulation cycle","6/305","73/18986",0.0821917808219178,5.11637098585223,4.50247061793186,0.0011294985333917,0.0386880662699604,0.032240055224967,"SLIT2/EGR1/MMP2/PTPRN/CA12/AFP",6
"BP","GO:1902750","negative regulation of cell cycle G2/M phase transition","6/305","73/18986",0.0821917808219178,5.11637098585223,4.50247061793186,0.0011294985333917,0.0386880662699604,0.032240055224967,"CDKN1A/CLSPN/CDC6/DTL/TICRR/PKMYT1",6
"BP","GO:0001503","ossification","17/305","456/18986",0.037280701754386,2.32069312625827,3.64755449771581,0.00119443493492915,0.0398505950749714,0.0332088292291429,"MMP2/KLF10/GPC3/PTPRB/LEF1/KREMEN2/DNAI3/MSX2/WNT3A/PTGER4/OSR2/CCN3/EGR2/TWIST1/VDR/WNT4/TPH1",17
"BP","GO:0000725","recombinational repair","10/305","194/18986",0.0515463917525773,3.20872063545716,3.95102986066359,0.00120985005621096,0.0398505950749714,0.0332088292291429,"MCM4/UHRF1/RECQL4/RAD54L/MCM2/GINS4/CDC45/TONSL/TEX15/ZNF365",10
"BP","GO:0042770","signal transduction in response to DNA damage","10/305","194/18986",0.0515463917525773,3.20872063545716,3.95102986066359,0.00120985005621096,0.0398505950749714,0.0332088292291429,"CDKN1A/BRIP1/CLSPN/MDM2/DTL/E2F7/TICRR/PIDD1/PMAIP1/TWIST1",10
"BP","GO:0090329","regulation of DNA-templated DNA replication","5/305","50/18986",0.1,6.22491803278689,4.72689028001827,0.00121405845200011,0.0398505950749714,0.0332088292291429,"MCM4/E2F7/MCM2/TICRR/CHTF8",5
"BP","GO:0045785","positive regulation of cell adhesion","18/305","499/18986",0.0360721442885772,2.24546141463254,3.60248755912372,0.00125219882163998,0.0398505950749714,0.0332088292291429,"KITLG/TNFSF9/EGFLAM/LAMA2/NRG1/NR4A3/LEF1/ITGB3/CCL2/EGR3/WNT3A/CD36/CD70/SOCS1/HLA-DOA/DOCK8/WNT4/EBI3",18
"BP","GO:1902107","positive regulation of leukocyte differentiation","10/305","195/18986",0.0512820512820513,3.19226565783943,3.93179349867363,0.00125755526931052,0.0398505950749714,0.0332088292291429,"INPP5D/KITLG/TNFSF9/KLF10/LEF1/EGR3/OCSTAMP/IL34/SOCS1/CD101",10
"BP","GO:1903708","positive regulation of hemopoiesis","10/305","195/18986",0.0512820512820513,3.19226565783943,3.93179349867363,0.00125755526931052,0.0398505950749714,0.0332088292291429,"INPP5D/KITLG/TNFSF9/KLF10/LEF1/EGR3/OCSTAMP/IL34/SOCS1/CD101",10
"BP","GO:0000077","DNA damage checkpoint signaling","8/305","131/18986",0.0610687022900763,3.8014766612439,4.11116160200808,0.00127019102753782,0.0398505950749714,0.0332088292291429,"CDKN1A/BRIP1/CLSPN/MDM2/DTL/E2F7/TICRR/PIDD1",8
"BP","GO:0002009","morphogenesis of an epithelium","18/305","500/18986",0.036,2.24097049180328,3.59318967306728,0.00128044015737528,0.0398505950749714,0.0332088292291429,"SLIT2/PLXNB2/GREB1/MMP2/GPC3/TMEFF2/GDNF/ASTN2/LEF1/GRHL3/MSX2/ITGB3/WNT3A/TWIST1/VDR/CXCL10/WNT4/AJAP1",18
"BP","GO:0086010","membrane depolarization during action potential","4/305","30/18986",0.133333333333333,8.29989071038251,5.11279989601372,0.00128709899998684,0.0398505950749714,0.0332088292291429,"SCN4B/CACNA1G/KCNJ2/CACNA1D",4
"BP","GO:0048640","negative regulation of developmental growth","7/305","102/18986",0.0686274509803922,4.27200257152041,4.23371760424273,0.00129503416344686,0.0398505950749714,0.0332088292291429,"MECP2/CDKN1A/DCC/STC2/WNT3A/TLL2/KCNK2",7
"BP","GO:0003170","heart valve development","6/305","75/18986",0.08,4.97993442622951,4.41270059482543,0.00130084752959258,0.0398505950749714,0.0332088292291429,"SLIT2/MDM2/ADAMTS9/PRDM1/ADAMTS19/TWIST1",6
"BP","GO:0061469","regulation of type B pancreatic cell proliferation","3/305","14/18986",0.214285714285714,13.3391100702576,5.9012832223039,0.00131028033693217,0.0398505950749714,0.0332088292291429,"PTPRN/NR4A3/WNT3A",3
"BP","GO:0008585","female gonad development","7/305","103/18986",0.0679611650485437,4.23052681839885,4.20060288861811,0.00137074397653139,0.0413332029846387,0.0344443358205323,"KITLG/SLIT2/FANCA/MMP2/PTPRN/WNT4/AFP",7
"BP","GO:0030330","DNA damage response, signal transduction by p53 class mediator","6/305","76/18986",0.0789473684210526,4.9144089732528,4.36900347586444,0.0013936299512922,0.0414970550689588,0.0345808792241323,"CDKN1A/MDM2/E2F7/PIDD1/PMAIP1/TWIST1",6
"BP","GO:0098661","inorganic anion transmembrane transport","8/305","133/18986",0.0601503759398496,3.7443115986688,4.05811329953401,0.00139970225431012,0.0414970550689588,0.0345808792241323,"GABRE/SLC4A11/BEST3/ANO2/SLC25A10/KCNK2/VDR/ANO1",8
"BP","GO:0014706","striated muscle tissue development","16/305","424/18986",0.0377358490566038,2.34902567274977,3.58959886288045,0.00145986472031104,0.0425765041928283,0.0354804201606903,"MECP2/EGR1/ATF3/ADAMTS9/TENM4/NRG1/LEF1/CACNA1G/MSX2/WNT3A/PAX5/EGR2/TLL2/NEURL1/TWIST1/KCNK2",16
"BP","GO:0051402","neuron apoptotic process","13/305","307/18986",0.0423452768729642,2.63595877609868,3.692494802944,0.00146382247748523,0.0425765041928283,0.0354804201606903,"MECP2/EGR1/MYBL2/EN2/FAS/MMP2/GDNF/NGF/MYB/SCN2A/CCL2/CRH/TERT",13
"BP","GO:0003012","muscle system process","17/305","465/18986",0.0365591397849462,2.27577648510488,3.55896743204721,0.00147231675496742,0.0425765041928283,0.0354804201606903,"SULF2/ACTA2/SCN4B/GDNF/KCNMA1/CHRM3/NR4A3/CACNA1G/SPX/KCNJ2/SCN2A/TRPC3/SLC8A3/CACNA1D/PROK2/CHGA/GRIP2",17
"BP","GO:0015844","monoamine transport","6/305","77/18986",0.0779220779220779,4.85058548009368,4.326064703,0.00149137598135241,0.0427770281480593,0.0356475234567161,"MECP2/GDNF/ITGB3/SLC18A3/CRH/CHGA",6
"BP","GO:0042391","regulation of membrane potential","17/305","466/18986",0.036480686695279,2.27089284457891,3.54924976205003,0.0015063192673395,0.0428572127030143,0.0357143439191786,"MECP2/GABRE/SLC4A11/SCN4B/KCNMA1/PMAIP1/CACNA1G/NPAS4/KCNJ2/BEGAIN/SCN2A/SLC8A3/SHANK1/CD36/CACNA1D/KCNK2/GNA14",17
"BP","GO:0001823","mesonephros development","7/305","105/18986",0.0666666666666667,4.14994535519126,4.13561720472818,0.00153251146930856,0.0429103211406396,0.035758600950533,"CALB1/SLIT2/SDC1/GPC3/GDNF/OSR2/WNT4",7
"BP","GO:0002027","regulation of heart rate","7/305","105/18986",0.0666666666666667,4.14994535519126,4.13561720472818,0.00153251146930856,0.0429103211406396,0.035758600950533,"MDM2/SCN4B/EPAS1/CACNA1G/SPX/KCNJ2/CACNA1D",7
"BP","GO:0007411","axon guidance","11/305","236/18986",0.0466101694915254,2.9014448457905,3.75572909199655,0.0015775050757073,0.0432574109496478,0.0360478424580398,"CYFIP2/SLIT2/DCC/LGI1/GDNF/LAMA2/EPHA6/WNT3A/NRXN3/EGR2/PLXNA4",11
"BP","GO:0050772","positive regulation of axonogenesis","6/305","78/18986",0.0769230769230769,4.78839848675914,4.28386049209032,0.00159425697915429,0.0432574109496478,0.0360478424580398,"SLIT2/PLXNB2/SLITRK1/CHODL/WNT3A/PLXNA4",6
"BP","GO:0030879","mammary gland development","8/305","136/18986",0.0588235294117647,3.66171648987464,3.98043679563196,0.00161341799500027,0.0432574109496478,0.0360478424580398,"NRG1/LEF1/MSX2/WNT3A/NEURL1/VDR/WNT4/TPH1",8
"BP","GO:0035860","glial cell-derived neurotrophic factor receptor signaling pathway","3/305","15/18986",0.2,12.4498360655738,5.66832765327379,0.00161847455934056,0.0432574109496478,0.0360478424580398,"SULF2/GDNF/GFRA2",3
"BP","GO:0048070","regulation of developmental pigmentation","3/305","15/18986",0.2,12.4498360655738,5.66832765327379,0.00161847455934056,0.0432574109496478,0.0360478424580398,"KITLG/ADAMTS9/ADAMTS20",3
"BP","GO:0072537","fibroblast activation","3/305","15/18986",0.2,12.4498360655738,5.66832765327379,0.00161847455934056,0.0432574109496478,0.0360478424580398,"MDM2/ACTA2/MYB",3
"BP","GO:0097485","neuron projection guidance","11/305","237/18986",0.0464135021097046,2.88920246247493,3.73954515454952,0.0016312185148605,0.0432702174468259,0.0360585145390216,"CYFIP2/SLIT2/DCC/LGI1/GDNF/LAMA2/EPHA6/WNT3A/NRXN3/EGR2/PLXNA4",11
"BP","GO:0007271","synaptic transmission, cholinergic","4/305","32/18986",0.125,7.78114754098361,4.90549576210477,0.0016468882282073,0.0433598632023533,0.0361332193352944,"LYPD1/LAMA2/CHRM3/SLC18A3",4
"BP","GO:0000075","cell cycle checkpoint signaling","10/305","203/18986",0.0492610837438424,3.06646208511669,3.78223179587857,0.001697120525244,0.0440042389469667,0.0366701991224723,"CDKN1A/BRIP1/CLSPN/CDC6/MDM2/DTL/E2F7/CDC45/TICRR/PIDD1",10
"BP","GO:0045639","positive regulation of myeloid cell differentiation","7/305","107/18986",0.0654205607476635,4.07237628313161,4.07222681889355,0.00170878138767983,0.0440042389469667,0.0366701991224723,"INPP5D/KITLG/KLF10/LEF1/OCSTAMP/IL34/CD101",7
"BP","GO:0046545","development of primary female sexual characteristics","7/305","107/18986",0.0654205607476635,4.07237628313161,4.07222681889355,0.00170878138767983,0.0440042389469667,0.0366701991224723,"KITLG/SLIT2/FANCA/MMP2/PTPRN/WNT4/AFP",7
"BP","GO:0016358","dendrite development","11/305","239/18986",0.0460251046025105,2.8650250360107,3.70742937889157,0.00174313656873676,0.0445636653224876,0.0371363877687397,"MECP2/GPR37/DCC/TANC2/MFSD2A/CSMD3/CAMK2A/SHANK1/ZNF365/NEURL1/MCF2",11
"BP","GO:0003018","vascular process in circulatory system","12/305","276/18986",0.0434782608695652,2.70648610121169,3.64901427984713,0.00176953146232374,0.044912999993368,0.0374274999944733,"SLIT2/ACTA2/MFSD2A/MMP2/KCNMA1/SVEP1/ABCB1/HRH2/ADRA1D/CD36/SLCO2B1/GRIP2",12
"BP","GO:0045685","regulation of glial cell differentiation","6/305","80/18986",0.075,4.66868852459016,4.20156578877121,0.00181611915220988,0.0456510863034035,0.0380425719195029,"MECP2/TENM4/ZNF488/EGR2/ZNF365/IL34",6
"BP","GO:1901991","negative regulation of mitotic cell cycle phase transition","10/305","205/18986",0.0487804878048781,3.03654538184726,3.74599183660422,0.00182449069409861,0.0456510863034035,0.0380425719195029,"CDKN1A/CLSPN/CDC6/MDM2/DTL/E2F7/TICRR/PIDD1/PKMYT1/CCL2",10
"BP","GO:0031571","mitotic G1 DNA damage checkpoint signaling","4/305","33/18986",0.121212121212121,7.54535519125683,4.80846398810031,0.00185061335125337,0.0456570902323208,0.0380475751936007,"CDKN1A/MDM2/E2F7/PIDD1",4
"BP","GO:0044819","mitotic G1/S transition checkpoint signaling","4/305","33/18986",0.121212121212121,7.54535519125683,4.80846398810031,0.00185061335125337,0.0456570902323208,0.0380475751936007,"CDKN1A/MDM2/E2F7/PIDD1",4
"BP","GO:0044818","mitotic G2/M transition checkpoint","5/305","55/18986",0.0909090909090909,5.65901639344262,4.42123872993771,0.00186760759621168,0.0457563861071861,0.0381303217559884,"CDKN1A/CLSPN/CDC6/DTL/TICRR",5
"BP","GO:0042063","gliogenesis","14/305","355/18986",0.0394366197183099,2.45489725236666,3.53576650624638,0.00190046219958642,0.0462402113113166,0.0385335094260971,"MECP2/ETV5/TENM4/LAMA2/PTPRB/ZNF488/LEF1/MYB/CCL2/SLC8A3/EGR2/ZNF365/IL34/ANO1",14
"BP","GO:0030174","regulation of DNA-templated DNA replication initiation","3/305","16/18986",0.1875,11.6717213114754,5.45652263792416,0.00196842233011675,0.0472421359228019,0.0393684466023349,"MCM4/MCM2/TICRR",3
"BP","GO:0035627","ceramide transport","3/305","16/18986",0.1875,11.6717213114754,5.45652263792416,0.00196842233011675,0.0472421359228019,0.0393684466023349,"ABCA12/ABCA13/ABCB1",3
"BP","GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","5/305","56/18986",0.0892857142857143,5.557962529274,4.3646016977821,0.0020241884150844,0.048252275192012,0.0402102293266767,"CHRM3/HRH2/CCL2/SSTR3/NPY",5
"BP","GO:0015698","inorganic anion transport","9/305","174/18986",0.0517241379310345,3.21978518937253,3.7585752420307,0.00205289474195654,0.0486081385880715,0.0405067821567263,"GABRE/SLC4A11/ABCB1/BEST3/ANO2/SLC25A10/KCNK2/VDR/ANO1",9
"BP","GO:0032107","regulation of response to nutrient levels","4/305","34/18986",0.117647058823529,7.32343297974928,4.71541602209942,0.0020711520044777,0.0487134951453155,0.040594579287763,"SPX/GHR/VDR/NPY",4
"CC","GO:0097060","synaptic membrane","25/318","453/19960",0.0551876379690949,3.46397878573313,6.74964480607899,7.99044830630175e-08,2.69278107922369e-05,2.32143550793609e-05,"DCC/CDH8/SLITRK1/ANK1/GABRE/CNIH2/KCNMA1/LRRC7/CLSTN2/CHRM3/ADCY1/SHANK2/ITGB3/DGKI/KCNJ2/SCN2A/SRPX2/NRXN3/SHANK1/KCNK2/STX11/SORCS3/GRIP2/SHISA9/MUSK",25
"CC","GO:0098984","neuron to neuron synapse","23/318","412/19960",0.0558252427184466,3.50399951151005,6.53464167808874,2.19087563895157e-07,3.69162545163339e-05,3.18253513868754e-05,"CALB1/DCC/MDM2/SLITRK1/DLGAP1/CNIH2/FRMPD2/LRRC7/CLSTN2/ADCY1/SHANK2/CAMK2A/DGKI/SLC8A3/SHANK1/PLXNA4/NEURL1/KCNK2/SORCS3/SH3GL3/MAL2/GRIP2/SHISA9",23
"CC","GO:0032279","asymmetric synapse","21/318","375/19960",0.056,3.51496855345912,6.2557084603472,7.09470942032945e-07,7.96972358217008e-05,6.87066596495062e-05,"DCC/MDM2/SLITRK1/DLGAP1/CNIH2/FRMPD2/LRRC7/CLSTN2/ADCY1/SHANK2/CAMK2A/DGKI/SLC8A3/SHANK1/PLXNA4/NEURL1/KCNK2/SORCS3/SH3GL3/GRIP2/SHISA9",21
"CC","GO:0045211","postsynaptic membrane","19/318","321/19960",0.059190031152648,3.71519818178256,6.23999815118729,1.06625055351729e-06,8.98316091338315e-05,7.74434612554662e-05,"DCC/SLITRK1/ANK1/GABRE/CNIH2/KCNMA1/LRRC7/CLSTN2/CHRM3/ADCY1/SHANK2/ITGB3/KCNJ2/SHANK1/KCNK2/SORCS3/GRIP2/SHISA9/MUSK",19
"CC","GO:0014069","postsynaptic density","20/318","359/19960",0.0557103064066852,3.49678527005483,6.07406449785088,1.42004233934379e-06,9.57108536717712e-05,8.25119338229232e-05,"DCC/MDM2/SLITRK1/DLGAP1/CNIH2/FRMPD2/LRRC7/CLSTN2/ADCY1/SHANK2/CAMK2A/DGKI/SLC8A3/SHANK1/NEURL1/KCNK2/SORCS3/SH3GL3/GRIP2/SHISA9",20
"CC","GO:0099572","postsynaptic specialization","20/318","396/19960",0.0505050505050505,3.17006543421638,5.5498556957156,6.2487284826831e-06,0.000350970249777367,0.000302570010740445,"DCC/MDM2/SLITRK1/DLGAP1/CNIH2/FRMPD2/LRRC7/CLSTN2/ADCY1/SHANK2/CAMK2A/DGKI/SLC8A3/SHANK1/NEURL1/KCNK2/SORCS3/SH3GL3/GRIP2/SHISA9",20
"CC","GO:0044309","neuron spine","13/318","182/19960",0.0714285714285714,4.48337825696316,6.0066902923925,7.46306256563511e-06,0.000359293154945576,0.000309745153100044,"CALB1/TANC2/CNIH2/LAMA2/SHANK2/CAMK2A/DGKI/KCNJ2/SLC8A3/SHANK1/NEURL1/GRIP2/SHISA9",13
"CC","GO:0071162","CMG complex","4/318","11/19960",0.363636363636364,22.8244711263579,9.21233243267626,1.90999987088455e-05,0.000804587445610115,0.000693631532058072,"MCM4/MCM2/GINS4/CDC45",4
"CC","GO:0034702","monoatomic ion channel complex","18/318","365/19960",0.0493150684931507,3.09537348151977,5.1407364247279,2.50145974230089e-05,0.000936657703506001,0.000807488758918183,"KCNJ6/LRRC55/GABRE/CNIH2/SCN4B/KCNMA1/CACNA1G/KCNJ2/SCN2A/TRPC3/CACNA1E/BEST3/ANO2/CACNA1D/KCNK2/OLFM3/ANO1/SHISA9",18
"CC","GO:0043197","dendritic spine","12/318","180/19960",0.0666666666666667,4.18448637316562,5.46075383530242,3.32188111607563e-05,0.00111947393611749,0.000965093882144078,"CALB1/TANC2/CNIH2/LAMA2/SHANK2/CAMK2A/DGKI/KCNJ2/SLC8A3/SHANK1/NEURL1/SHISA9",12
"CC","GO:0031261","DNA replication preinitiation complex","4/318","13/19960",0.307692307692308,19.3130140299952,8.40393735034341,4.03518629014808e-05,0.00123623434525446,0.00106575255127356,"MCM4/MCM2/GINS4/CDC45",4
"CC","GO:0043083","synaptic cleft","5/318","26/19960",0.192307692307692,12.070633768747,7.18707251428305,4.96980711444308e-05,0.00139568749797277,0.00120321645928622,"CDH8/EGFLAM/LGI1/LAMA2/CBLN2",5
"CC","GO:0062023","collagen-containing extracellular matrix","19/318","430/19960",0.0441860465116279,2.77343864267954,4.73030745305164,6.63356648707043e-05,0.00171962454318672,0.00148248125541007,"F13A1/COL12A1/ACTA2/ADAMTS9/MMP2/EGFLAM/GPC3/LAMA2/ADAMTS15/MATN3/ITIH5/COL5A3/SRPX2/COLEC12/CCN3/FBLN5/SRPX/LAMA3/ADAMTS20",19
"CC","GO:0005796","Golgi lumen","8/318","106/19960",0.0754716981132075,4.73715438471579,4.90862730453644,0.000296400913606905,0.00713479342039479,0.00615087610191773,"SDC1/MUC19/GPC3/NGF/MUC12/WNT3A/WNT4/MUC3A",8
"CC","GO:0031045","dense core granule","5/318","42/19960",0.119047619047619,7.4722970949386,5.34257123085374,0.000521796066845654,0.011723018301799,0.0101063659262737,"SPX/CRH/CHGA/NPY/SYT5",5
"CC","GO:0042555","MCM complex","3/318","11/19960",0.272727272727273,17.1183533447684,6.8037217680851,0.00060114276546988,0.0126615694977093,0.0109154870572162,"MCM4/MCM2/TONSL",3
"CC","GO:0044304","main axon","6/318","73/19960",0.0821917808219178,5.15895580253295,4.52950969987622,0.00108416323837616,0.0193857572492072,0.0167123816985201,"ANK1/LGI1/LRRC7/SCN2A/CRH/KCNK2",6
"CC","GO:0098992","neuronal dense core vesicle","4/318","29/19960",0.137931034482759,8.65755801344611,5.25067147105514,0.00109635396687236,0.0193857572492072,0.0167123816985201,"CRH/CHGA/NPY/SYT5",4
"CC","GO:0034703","cation channel complex","11/318","228/19960",0.0482456140350877,3.02824671742249,3.9191577769523,0.0011253895716443,0.0193857572492072,0.0167123816985201,"KCNJ6/LRRC55/SCN4B/KCNMA1/CACNA1G/KCNJ2/SCN2A/TRPC3/CACNA1E/CACNA1D/KCNK2",11
"CC","GO:1902495","transmembrane transporter complex","18/318","499/19960",0.0360721442885772,2.26415094339623,3.63878776107863,0.00115049004446334,0.0193857572492072,0.0167123816985201,"KCNJ6/LRRC55/GABRE/CNIH2/SCN4B/KCNMA1/CACNA1G/KCNJ2/SCN2A/TRPC3/CACNA1E/BEST3/ANO2/CACNA1D/KCNK2/OLFM3/ANO1/SHISA9",18
"CC","GO:0070382","exocytic vesicle","11/318","253/19960",0.0434782608695652,2.72901285206453,3.52158616872788,0.00255680974329836,0.0402317088562512,0.0346835909552564,"SV2C/TRIM9/NGF/DGKI/SLC18A3/SYT6/STX11/SYTL5/MAL2/SYTL3/SYT5",11
"CC","GO:0030133","transport vesicle","16/318","453/19960",0.0353200883002208,2.2169464228692,3.33361478189495,0.00262640235856833,0.0402317088562512,0.0346835909552564,"SV2C/TRIM9/CNIH2/ABCA12/PTPRN/NGF/SPX/DGKI/SLC18A3/SYT6/STX11/SYTL5/MAL2/CHGA/SYTL3/SYT5",16
"MF","GO:0045236","CXCR chemokine receptor binding","7/311","18/18737",0.388888888888889,23.4296177206145,12.3685816998264,8.82801941011573e-09,5.37626382076048e-06,4.80430108950509e-06,"CXCL5/CXCL3/CXCL1/CXCL6/CXCL8/CXCL2/CXCL10",7
"MF","GO:0001664","G protein-coupled receptor binding","19/311","299/18737",0.0635451505016722,3.82844207379367,6.40514665026215,6.65208499491503e-07,0.000193427610151372,0.000172849493472059,"CXCL5/CXCL3/CXCL1/WNT8B/CXCL6/CXCL8/SPX/CXCL2/CCL2/WNT3A/SHANK1/CRH/CXCL10/PROK2/RNF43/WNT4/TAC1/GNA14/NPY",19
"MF","GO:0005126","cytokine receptor binding","18/311","277/18737",0.0649819494584837,3.91500574599231,6.34989510722285,9.52845370203805e-07,0.000193427610151372,0.000172849493472059,"CXCL5/KITLG/CXCL3/CXCL1/TNFSF9/CXCL6/PIDD1/NGF/CXCL8/ITGB3/CXCL2/CCL2/CD70/IL34/SOCS1/CXCL10/RASL11B/EBI3",18
"MF","GO:0008009","chemokine activity","8/311","49/18737",0.163265306122449,9.83634096725507,8.04622537256821,1.3142534141424e-06,0.00020009508230318,0.00017880763555569,"CXCL5/CXCL3/CXCL1/CXCL6/CXCL8/CXCL2/CCL2/CXCL10",8
"MF","GO:0005125","cytokine activity","16/311","238/18737",0.0672268907563025,4.05025804534032,6.15253415890419,2.48268266918883e-06,0.0003023907491072,0.000270220408414869,"CXCL5/KITLG/CXCL3/CXCL1/TNFSF9/WNT8B/CXCL6/NRG1/CXCL8/CXCL2/CCL2/WNT3A/IL34/CXCL10/WNT4/EBI3",16
"MF","GO:0042379","chemokine receptor binding","8/311","75/18737",0.106666666666667,6.42640943193998,6.1174044974953,3.38381874004405e-05,0.00343457602114471,0.003069182962461,"CXCL5/CXCL3/CXCL1/CXCL6/CXCL8/CXCL2/CCL2/CXCL10",8
"MF","GO:0003688","DNA replication origin binding","4/311","16/18737",0.25,15.0618971061093,7.310422635621,0.000115733641822572,0.0100688268385638,0.00899763801838644,"MCM10/CDC6/MCM2/CDC45",4
"MF","GO:0071855","neuropeptide receptor binding","5/311","38/18737",0.131578947368421,7.92731426637333,5.55329312491541,0.000390713557007409,0.0296489935672704,0.0264947362791095,"SPX/SHANK1/CRH/TAC1/NPY",5
"MF","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","19/311","480/18737",0.0395833333333333,2.38480037513398,3.99297125154509,0.000449077372571979,0.0296489935672704,0.0264947362791095,"ETV5/EGR1/PLAGL1/MYBL2/ATF3/E2F2/ETV4/KLF10/NR4A3/LEF1/EPAS1/GRHL3/MYB/NPAS4/FOSB/EGR3/PAX5/OSR2/EGR2",19
"MF","GO:0004222","metalloendopeptidase activity","8/311","110/18737",0.0727272727272727,4.38164279450453,4.62121012377887,0.000498265294592742,0.0296489935672704,0.0264947362791095,"ADAMTS9/MMP2/ADAMTS15/TRABD2A/ADAMTS19/TLL2/MMP19/ADAMTS20",8
"MF","GO:0001216","DNA-binding transcription activator activity","19/311","487/18737",0.0390143737166324,2.35052193031686,3.92317595742402,0.000535531903513915,0.0296489935672704,0.0264947362791095,"ETV5/EGR1/PLAGL1/MYBL2/ATF3/E2F2/ETV4/KLF10/NR4A3/LEF1/EPAS1/GRHL3/MYB/NPAS4/FOSB/EGR3/PAX5/OSR2/EGR2",19
"MF","GO:0022836","gated channel activity","14/311","308/18737",0.0454545454545455,2.73852674656533,3.9967680936533,0.000672103711945428,0.0341092633812305,0.0304804929013848,"KCNJ6/LRRC55/GABRE/KCNMA1/CACNA1G/KCNJ2/TRPC3/CACNA1E/BEST3/ANO2/CACNA1D/KCNK2/TRPA1/ANO1",14
"MF","GO:0005539","glycosaminoglycan binding","12/311","246/18737",0.0487804878048781,2.93890675241158,3.97692478513806,0.00087556445388377,0.0373212508084251,0.0333507677261357,"SULF2/SLIT2/EGFLAM/CXCL6/ADAMTS15/CXCL8/CEL/COL5A3/SUSD5/CCN3/CXCL10/GFRA2",12
"MF","GO:0140326","ATPase-coupled intramembrane lipid transporter activity","4/311","27/18737",0.148148148148148,8.92556865547219,5.35400189674415,0.000966459196890498,0.0373212508084251,0.0333507677261357,"MFSD2A/ABCA12/ABCB1/ABCA4",4
"MF","GO:0022834","ligand-gated channel activity","10/311","186/18737",0.0537634408602151,3.23911765722781,3.98706048486591,0.00112394035939182,0.0373212508084251,0.0333507677261357,"KCNJ6/GABRE/KCNMA1/KCNJ2/TRPC3/BEST3/ANO2/KCNK2/TRPA1/ANO1",10
"MF","GO:0005216","monoatomic ion channel activity","17/311","439/18737",0.0387243735763098,2.33305012121967,3.67180853640271,0.00112744632308997,0.0373212508084251,0.0333507677261357,"KCNJ6/LRRC55/GABRE/SLC4A11/SCN4B/KCNMA1/CACNA1G/KCNJ2/SCN2A/TRPC3/CACNA1E/BEST3/ANO2/CACNA1D/KCNK2/TRPA1/ANO1",17
"MF","GO:0005035","death receptor activity","3/311","13/18737",0.230769230769231,13.9032896364086,6.04610807182358,0.00114479200210167,0.0373212508084251,0.0333507677261357,"EDA2R/FAS/TNFRSF10A",3
"MF","GO:0140333","glycerophospholipid flippase activity","3/311","13/18737",0.230769230769231,13.9032896364086,6.04610807182358,0.00114479200210167,0.0373212508084251,0.0333507677261357,"MFSD2A/ABCB1/ABCA4",3
"MF","GO:0008188","neuropeptide receptor activity","5/311","48/18737",0.104166666666667,6.27579046087889,4.75464640726179,0.00116437399894922,0.0373212508084251,0.0333507677261357,"GPR37/SSTR3/NPY2R/KISS1R/SORCS3",5
