"mouse_gene","human_gene"
"Hspb8","HSPB8"
"Gdi2","GDI2"
"Prdm16","PRDM16"
"Rnaset2a","RNASET2"
"Rnaset2b","RNASET2"
"Plekhg6","PLEKHG6"
"Rpp38","RPP38"
"Tfcp2","TFCP2"
"Khsrp","KHSRP"
"Slc27a1","SLC27A1"
"Akap10","AKAP10"
"Plcxd3","PLCXD3"
"Zfp217","ZNF217"
"Mboat1","MBOAT1"
"Slc52a2","SLC52A1"
"Slc52a2","SLC52A2"
"Dusp23","DUSP23"
"Gas2l3","GAS2L3"
"Poldip2","POLDIP2"
"Tgm2","TGM2"
"Nle1","NLE1"
"Nsd2","NSD2"
"Nipbl","NIPBL"
"Insm1","INSM1"
"Aspm","ASPM"
"Fignl2","FIGNL2"
"Lrpprc","LRPPRC"
"Gyg1","GYG1"
"Urb2","URB2"
"Pknox1","PKNOX1"
"Mex3b","MEX3B"
"3425401B19Rik","C10orf71"
"Atf5","ATF5"
"Stt3b","STT3B"
"Fmo2","FMO2"
"Fmo4","FMO4"
"Fmo1","FMO1"
"Fmo6","FMO6P"
"Fmo3","FMO3"
"Mtmr14","MTMR14"
"Wnk1","WNK1"
"Tns2","TNS2"
"Eloa","ELOA"
"Klc2","KLC2"
"Dbx1","DBX1"
"Lmnb2","LMNB2"
"Ap3m2","AP3M2"
"Gtf2a1","GTF2A1"
"Bin3","BIN3"
"Tsc2","TSC2"
"1700009N14Rik","RAN"
"Ran","RAN"
"Rasl2-9","RAN"
"Prdm14","PRDM14"
"Mon2","MON2"
"Rnasek","RNASEK"
"Exo1","EXO1"
"Emilin1","EMILIN1"
"Tmem129","TMEM129"
"Bcar1","BCAR1"
"Ski","SKI"
"Zpr1","ZPR1"
"Stag2","STAG2"
"Tm2d3","TM2D3"
"Fbxo38","FBXO38"
"Adi1","ADI1"
"Dyrk2","DYRK2"
"Podxl","PODXL"
"Ppm1b","PPM1B"
"Tle2","TLE2"
"Sp1","SP1"
"Snrpa","SNRPA"
"Zfp384","ZNF384"
"Abcb7","ABCB7"
"Fuca2","FUCA2"
"Rfx7","RFX7"
"Myt1","MYT1"
"Iqgap2","IQGAP2"
"Tmem209","TMEM209"
"Ska1","SKA1"
"Puf60","PUF60"
"Txlna","TXLNA"
"Agpat4","AGPAT4"
"Apool","APOOL"
"Fanci","FANCI"
"Lpgat1","LPGAT1"
"Mtres1","MTRES1"
"Tmem263","TMEM263"
"Rasl11b","RASL11B"
"Ypel2","YPEL2"
"Nus1","NUS1"
"Chkb","CHKB"
"Ptpn3","PTPN3"
"Cdk16","CDK16"
"Sypl1","SYPL1"
"Sypl2","SYPL2"
"Suco","SUCO"
"Med16","MED16"
"Trim37","TRIM37"
"Cstf1","CSTF1"
"Far1","FAR1"
"Lrrc8c","LRRC8C"
"Meis3","MEIS3"
"Meis3","MEIS3P1"
"Meis3","MEIS3P2"
"Rnf10","RNF10"
"Erf","ERF"
"Qser1","QSER1"
"Dennd2a","DENND2A"
"Klf10","KLF10"
"Galnt6","GALNT6"
"Ptpa","PTPA"
"Ska3","SKA3"
"Mllt11","MLLT11"
"Nog","NOG"
"Gmfb","GMFB"
"Psd2","PSD2"
"Slc37a4","SLC37A4"
"Bri3","BRI3"
"Agap3","AGAP3"
"Faf1","FAF1"
"Zfp609","ZNF609"
"Xpo4","XPO4"
"Lbx2","LBX2"
"Jph3","JPH3"
"Lpp","LPP"
"Slc6a6","SLC6A6"
"Chd1","CHD1"
"Rad54l2","RAD54L2"
"Hmox1","HMOX1"
"Slc35e2","SLC35E2A"
"Slc35e2","SLC35E2B"
"Kifc1","KIFC1"
"Kifc5b","KIFC1"
"Nob1","NOB1"
"Pan2","PAN2"
"Fgfr3","FGFR3"
"Tbc1d8b","TBC1D8B"
"Ilf3","ILF3"
"Slc2a1","SLC2A1"
"Tpd52l2","TPD52L2"
"Mmachc","MMACHC"
"Eme1","EME1"
"Ddah1","DDAH1"
"Zmat2","ZMAT2"
"Bptf","BPTF"
"Nr2e1","NR2E1"
"Son","SON"
"Taf2","TAF2"
"Wdtc1","WDTC1"
"Ints10","INTS10"
"Phldb2","PHLDB2"
"Amt","AMT"
"Fam13a","FAM13A"
"Letm1","LETM1"
"Suz12","SUZ12"
"Cenpt","CENPT"
"Fermt1","FERMT1"
"Zc3h11a","ZC3H11A"
"Zc3h11a","ZC3H11B"
"Psip1","PSIP1"
"Sclt1","SCLT1"
"Cyb5r3","CYB5R3"
"Pprc1","PPRC1"
"Exosc3","EXOSC3"
"Megf10","MEGF10"
"Klhl20","KLHL20"
"Plekha1","PLEKHA1"
"Rasgef1b","RASGEF1B"
"Cdv3","CDV3"
"Psmd12","PSMD12"
"Marcks","MARCKS"
"Sox6","SOX6"
"Agpat5","AGPAT5"
"Renbp","RENBP"
"Nt5c2","NT5C2"
"Extl2","EXTL2"
"Hsd3b7","HSD3B7"
"Wdr81","WDR81"
"Cdt1","CDT1"
"Rif1","RIF1"
"Mphosph8","MPHOSPH8"
"Limch1","LIMCH1"
"Gdap2","GDAP2"
"Glrx","GLRX"
"Mre11a","MRE11"
"Coq10b","COQ10B"
"Colq","COLQ"
"Ubl3","UBL3"
"Mllt3","MLLT3"
"Dicer1","DICER1"
"Mbd1","MBD1"
"Hoxb7","HOXB7"
"Ttll13","TTLL13"
"Ttll6","TTLL6"
"Tnfrsf14","TNFRSF14"
"Ankrd27","ANKRD27"
"Reep3","REEP3"
"Bloc1s5","BLOC1S5"
"Ppp6r3","PPP6R3"
"2310057M21Rik","C10orf88"
"Ptprn","PTPRN"
"Mthfsd","MTHFSD"
"Tesc","TESC"
"Arid4a","ARID4A"
"Chfr","CHFR"
"E2f7","E2F7"
"Med13","MED13"
"Acads","ACADS"
"Ctsh","CTSH"
"Rccd1","RCCD1"
"Sec22a","SEC22A"
"Firrm","FIRRM"
"Slc22a23","SLC22A23"
"Lmo4","LMO4"
"Naa40","NAA40"
"Zcchc24","ZCCHC24"
"Fnip1","FNIP1"
"Swap70","SWAP70"
"Nedd9","NEDD9"
"Pofut2","POFUT2"
"Ciapin1","CIAPIN1"
"Tbl1xr1","TBL1XR1"
"Hacd4","HACD4"
"Sema7a","SEMA7A"
"Zfp503","ZNF503"
"Zfp281","ZNF281"
"Gpbp1l1","GPBP1L1"
"Usp7","USP7"
"Magt1","MAGT1"
"Adgrg5","ADGRG5"
"Adgrg1","ADGRG1"
"Tspan17","TSPAN17"
"Plpp5","PLPP5"
"Plpp4","PLPP4"
"Acod1","ACOD1"
"Dclre1a","DCLRE1A"
"Kin","KIN"
"Polh","POLH"
"Orc4","ORC4"
"Scaf8","SCAF8"
"Trim63","TRIM63"
"Gpalpp1","GPALPP1"
"Smarcb1","SMARCB1"
"Gas2l1","GAS2L1"
"Kifc3","KIFC3"
"Bnc1","BNC1"
"Hnrnpu","HNRNPU"
"Trub2","TRUB2"
"Epha7","EPHA7"
"Rps6kb1","RPS6KB1"
"Ptprn2","PTPRN2"
"Tsr1","TSR1"
"Tnik","TNIK"
"Cab39l","CAB39L"
"Ctr9","CTR9"
"Prr14","PRR14"
"Septin6","SEPTIN6"
"Faap20","FAAP20"
"Thoc5","THOC5"
"Mon1b","MON1B"
"Srfbp1","SRFBP1"
"Lman1","LMAN1"
"Trrap","TRRAP"
"Src","SRC"
"Rab11a","RAB11A"
"Mks1","MKS1"
"Mat2b","MAT2B"
"Pld6","PLD6"
"Utp15","UTP15"
"Ufd1","UFD1"
"Rbm20","RBM20"
"Kif3a","KIF3A"
"Sh3glb1","SH3GLB1"
"Pcdh10","PCDH10"
"Gtpbp6","GTPBP6"
"Napepld","NAPEPLD"
"Fgfr2","FGFR2"
"Mms22l","MMS22L"
"Phf12","PHF12"
"Sacm1l","SACM1L"
"Slc35a4","SLC35A4"
"Ankrd13c","ANKRD13C"
"Elapor2","ELAPOR2"
"Inppl1","INPPL1"
"Pde12","PDE12"
"Arhgap27","ARHGAP27"
"C1galt1c1","C1GALT1C1"
"Kifbp","KIFBP"
"Ankrd11","ANKRD11"
"Mkln1","MKLN1"
"Nabp1","NABP1"
"Ppp4r3a","PPP4R3A"
"Rph3a","RPH3A"
"Ddx31","DDX31"
"Rab18","RAB18"
"Map1s","MAP1S"
"Cbx5","CBX5"
"Greb1l","GREB1L"
"Tapt1","TAPT1"
"Slc3a2","SLC3A2"
"Rbm26","RBM26"
"Stard3","STARD3"
"Gm7324","RBMX"
"Rbmxl2","RBMXL2"
"Rbmxl1","RBMX"
"Rbmx","RBMX"
"Serbp1","SERBP1"
"Rnf8","RNF8"
"Efcab7","EFCAB7"
"Plekha8","PLEKHA8"
"Plekha8","PLEKHA8P1"
"Pde4c","PDE4C"
"Dhx57","DHX57"
"Pop5","POP5"
"Mob3a","MOB3A"
"Mettl26","METTL26"
"Acbd6","ACBD6"
"Scrt2","SCRT2"
"Ston2","STON2"
"Dync1li1","DYNC1LI1"
"Slc25a37","SLC25A37"
"Casp8ap2","CASP8AP2"
"Rasal2","RASAL2"
"Mark2","MARK2"
"Sptlc1","SPTLC1"
"Larp1b","LARP1B"
"Katnbl1","KATNBL1"
"R3hcc1l","R3HCC1L"
"Nrip1","NRIP1"
"Spsb3","SPSB3"
"Fyttd1","FYTTD1"
"Ube2a","UBE2A"
"Tmem260","TMEM260"
"Tagln3","TAGLN3"
"Vamp5","VAMP5"
"Cherp","CHERP"
"Shh","SHH"
"Pcdh19","PCDH19"
"Pars2","PARS2"
"Ppp5c","PPP5C"
"Senp6","SENP6"
"Metap1","METAP1"
"Snap29","SNAP29"
"Fryl","FRYL"
"Zswim7","ZSWIM7"
"Trap1","TRAP1"
"Hmg20b","HMG20B"
"Pcnt","PCNT"
"Tspear","TSPEAR"
"Dlat","DLAT"
"Pof1b","POF1B"
"Guf1","GUF1"
"Zfp598","ZNF598"
"Tmed4","TMED4"
"Dnal1","DNAL1"
"Fgf4","FGF4"
"Nrarp","NRARP"
"Wdr26","WDR26"
"Metrnl","METRNL"
"Cops4","COPS4"
"Tmem63b","TMEM63B"
"Ehbp1","EHBP1"
"Rnf169","RNF169"
"Nkx2-9","NKX2-8"
"Rpl27","RPL27"
"Rab4a","RAB4A"
"Slu7","SLU7"
"Rps2","RPS2"
"Ildr1","ILDR1"
"Plod1","PLOD1"
"Gfm1","GFM1"
"Serp1","SERP1"
"Ms4a4a","MS4A4A"
"Ms4a4a","MS4A4E"
"Ms4a8a","MS4A8"
"Ms4a18","MS4A18"
"Fktn","FKTN"
"Fcer1g","FCER1G"
"Pfas","PFAS"
"Lcor","LCOR"
"Pisd","PISD"
"Trp53rka","TP53RK"
"Rpl13a","RPL13A"
"Spryd7","SPRYD7"
"Nolc1","NOLC1"
"Slc66a3","SLC66A3"
"Zbtb48","ZBTB48"
"Ext1","EXT1"
"Arid1b","ARID1B"
"Zmynd19","ZMYND19"
"Hoxa9","HOXA9"
"Gbx2","GBX2"
"Snrnp48","SNRNP48"
"S100a16","S100A16"
"Selenoo","SELENOO"
"Msl1","MSL1"
"S1pr5","S1PR5"
"Tbc1d10a","TBC1D10A"
"Ece1","ECE1"
"Dhx37","DHX37"
"Zc3h7b","ZC3H7B"
"Mat2a","MAT2A"
"Mtif3","MTIF3"
"Sumo1","SUMO1"
"Lrrc4c","LRRC4C"
"Tlcd4","TLCD4"
"Nucks1","NUCKS1"
"Naf1","NAF1"
"Stc2","STC2"
"Gtf2f1","GTF2F1"
"Sar1a","SAR1A"
"Ecsit","ECSIT"
"Agpat3","AGPAT3"
"Herc2","HERC2"
"Traf2","TRAF2"
"Ccna1","CCNA1"
"Eif2b5","EIF2B5"
"Tfip11","TFIP11"
"Eif4enif1","EIF4ENIF1"
"Tmem51","TMEM51"
"Prss27","PRSS27"
"Tpsg1","TPSG1"
"Prss30","PRSS30P"
"Hrob","HROB"
"Pgam1","PGAM1"
"Pgam1","PGAM4"
"Gk5","GK5"
"Pcmtd1","PCMTD1"
"Top1","TOP1"
"Spg7","SPG7"
"Micall2","MICALL2"
"Ccdc18","CCDC18"
"Agps","AGPS"
"Rfng","RFNG"
"Acat1","ACAT1"
"Ppp6r2","PPP6R2"
"Tes3-ps","DCUN1D1"
"Dcun1d1","DCUN1D1"
"Bag4","BAG4"
"Nanog","NANOG"
"Nanog","NANOGP1"
"Nanog","NANOGP8"
"Cavin1","CAVIN1"
"Tbp","TBP"
"Nck2","NCK2"
"2310061I04Rik","C6orf136"
"Rnpepl1","RNPEPL1"
"Zfhx3","ZFHX3"
"Nup153","NUP153"
"Fkbp14","FKBP14"
"Cidec","CIDEC"
"Prom2","PROM2"
"Hnrnpab","HNRNPAB"
"Mgam2-ps","MGAM2"
"Mgam","MGAM"
"Sis","SI"
"Rimoc1","RIMOC1"
"Olfm5","OLFM5P"
"Olfm4","OLFM4"
"Slc13a5","SLC13A5"
"Hexim1","HEXIM1"
"Hexim2","HEXIM2"
"Timm13","TIMM13"
"Mfsd12","MFSD12"
"C1s2","C1S"
"C1s1","C1S"
"Nupr1","NUPR1"
"Slc15a1","SLC15A1"
"Fbxo28","FBXO28"
"Chpt1","CHPT1"
"Tsku","TSKU"
"Rasa1","RASA1"
"Sgpp1","SGPP1"
"Slc41a1","SLC41A1"
"Slc2a9","SLC2A9"
"Rdh13","RDH13"
"Habp2","HABP2"
"Zc3hav1","ZC3HAV1"
"Sst","SST"
"Gsto1","GSTO1"
"Akr1c19","AKR1C1"
"Akr1c19","AKR1C2"
"Akr1c19","AKR1C3"
"Akr1c19","AKR1C4"
"Akr1cl","AKR1C1"
"Akr1cl","AKR1C2"
"Akr1cl","AKR1C3"
"Akr1cl","AKR1C4"
"Abcg2","ABCG2"
"Abcg3","ABCG2"
"Ifi44l","IFI44L"
"Cnot7","CNOT7"
"Hipk3","HIPK3"
"C130074G19Rik","C1orf115"
"Gramd4","GRAMD4"
"Sac3d1","SAC3D1"
"Laptm4b","LAPTM4B"
"Eci3","ECI2"
"Eci2","ECI2"
"Zfp518a","ZNF518A"
"Zxdb","ZXDA"
"Zxdb","ZXDB"
"Zxdc","ZXDC"
"Mier2","MIER2"
"Hhip","HHIP"
"Fdx2","FDX2"
"Slc14a2","SLC14A2"
"Slc14a1","SLC14A1"
"Yod1","YOD1"
"Alms1","ALMS1"
"Zdhhc24","ZDHHC24"
"Suv39h1","SUV39H1"
"Tnks","TNKS"
"Pxmp4","PXMP4"
"Blzf1","BLZF1"
"Nf1","NF1"
"Tmed10","TMED10"
"Ppp1cc","PPP1CC"
"Esf1","ESF1"
"Ppp4r2","PPP4R2"
"Pip4p1","PIP4P1"
"Gramd1c","GRAMD1C"
"Ing2","ING2"
"Rbm46","RBM46"
"Zfp839","ZNF839"
"Rbm12b1","RBM12B"
"Rbm12b2","RBM12B"
"Arhgap21","ARHGAP21"
"Eef1e1","EEF1E1"
"Zfp977","ZNF670"
"Malsu1","MALSU1"
"Rbms1","RBMS1"
"Mn1","MN1"
"Pacsin1","PACSIN1"
"Arl8a","ARL8A"
"Edc4","EDC4"
"Rpusd1","RPUSD1"
"Oga","OGA"
"Ola1","OLA1"
"Zfp740","ZNF740"
"Cby3","CBY3"
"Cby1","CBY1"
"Rpl31","RPL31"
"Decr1","DECR1"
"Gopc","GOPC"
"Nat9","NAT9"
"Hmg20a","HMG20A"
"Pnkp","PNKP"
"Ccnk","CCNK"
"Tmem106a","TMEM106A"
"C1qtnf2","C1QTNF2"
"Ier5l","IER5L"
"Lrrc47","LRRC47"
"Creb3l2","CREB3L2"
"Frmd3","FRMD3"
"Slc40a1","SLC40A1"
"Fezf2","FEZF2"
"Nr5a2","NR5A2"
"Nr5a1","NR5A1"
"Fgd4","FGD4"
"Fgd5","FGD5"
"Fgf1","FGF1"
"Fgf11","FGF11"
"Fgf12","FGF12"
"Fgf13","FGF13"
"Fgf17","FGF17"
"Fgf18","FGF18"
"Fgf6","FGF6"
"Fgfbp1","FGFBP1"
"Cep43","CEP43"
"Fgfrl1","FGFRL1"
"Fgl1","FGL1"
"Fgl2","FGL2"
"Aptx","APTX"
"Tmem178b","TMEM178B"
"Pgd","PGD"
"Rbm25","RBM25"
"Grip2","GRIP2"
"Zfp710","ZNF710"
"Mycl","MYCL"
"Mycl","MYCLP1"
"Rbm44","RBM44"
"Cars2","CARS2"
"Ice1","ICE1"
"Twnk","TWNK"
"Memo1","MEMO1"
"Dsp","DSP"
"Tuba8","TUBA8"
"Tubal3","TUBAL3"
"Cited1","CITED1"
"Irag2","IRAG2"
"Rrad","RRAD"
"Sybu","SYBU"
"Zpld2","ZPLD2P"
"Tufm","TUFM"
"Rnmt","RNMT"
"Mettl16","METTL16"
"Cntn5","CNTN5"
"Jade1","JADE1"
"Nepro","RMP64"
"Slc12a8","SLC12A8"
"Rasa2","RASA2"
"Wiz","WIZ"
"F10","F10"
"Atf6","ATF6"
"Cracd","CRACD"
"Psat1","PSAT1"
"Usp37","USP37"
"Pdlim2","PDLIM2"
"Gabpb2","GABPB2"
"Traf6","TRAF6"
"Cfdp1","CFDP1"
"Usp42","USP42"
"Bub1b","BUB1B"
"Ankrd12","ANKRD12"
"Ccdc82","CCDC82"
"Kat7","KAT7"
"Hirip3","HIRIP3"
"Atad2","ATAD2"
"Rab3d","RAB3D"
"Ppp1r3g","PPP1R3G"
"Grm4","GRM4"
"Prx","PRX"
"Il1rapl1","IL1RAPL1"
"Snapc4","SNAPC4"
"Mep1b","MEP1B"
"Tk1","TK1"
"Ints14","INTS14"
"Triobp","TRIOBP"
"Fem1a","FEM1A"
"Fem1al","FEM1A"
"Rsf1","RSF1"
"Pabpc1l","PABPC1L"
"Phf20l1","PHF20L1"
"Spns2","SPNS2"
"Kpna7","KPNA7"
"Zfp652","ZNF652"
"Mrps16","MRPS16"
"Gnai2","GNAI2"
"Osbpl5","OSBPL5"
"Zfp36l2","ZFP36L2"
"Zdhhc13","ZDHHC13"
"Tmem30a","TMEM30A"
"Leng9","LENG9"
"Twsg1","TWSG1"
"Ginm1","GINM1"
"Slc20a2","SLC20A2"
"Ssh1","SSH1"
"Xpo6","XPO6"
"Smim12","SMIM12"
"Vwa1","VWA1"
"Rbm38","RBM38"
"Dtx3","DTX3"
"Brdt","BRDT"
"Mier1","MIER1"
"Il11ra3","IL11RA"
"Il11ra1","IL11RA"
"Il11ra2","IL11RA"
"Exoc3","EXOC3"
"Ahnak","AHNAK"
"Zfp438","ZNF438"
"Tle3","TLE3"
"Gtpbp4","GTPBP4"
"Proser3","PROSER3"
"Taf5l","TAF5L"
"Tbc1d16","TBC1D16"
"Pbx1","PBX1"
"Manea","MANEA"
"Rnf168","RNF168"
"Gdpd5","GDPD5"
"Naa15","NAA15"
"Myot","MYOT"
"Tmem39b","TMEM39B"
"Bcan","BCAN"
"AW554918","KIAA1328"
"Sash1","SASH1"
"Lrrc40","LRRC40"
"Ankrd54","ANKRD54"
"Igbp1b","IGBP1C"
"Igbp1","IGBP1"
"Igbp1","IGBP1C"
"Ankle2","ANKLE2"
"Fam43a","FAM43A"
"Mknk2","MKNK2"
"Ash1l","ASH1L"
"Ror1","ROR1"
"Baz1a","BAZ1A"
"Hgs","HGS"
"Aldh8a1","ALDH8A1"
"Tmem131l","TMEM131L"
"Bmp15","BMP15"
"Spsb1","SPSB1"
"Acp2","ACP2"
"Napg","NAPG"
"Rnf34","RNF34"
"Asb3","ASB3"
"Asb3","GPR75-ASB3"
"Prrc1","PRRC1"
"Zranb1","ZRANB1"
"Ppp1r12c","PPP1R12C"
"Mlst8","MLST8"
"Entpd3","ENTPD3"
"Sox1","SOX1"
"Elp4","ELP4"
"Agk","AGK"
"Nufip1","NUFIP1"
"Ccdc71","CCDC71"
"Fan1","FAN1"
"Arap1","ARAP1"
"Gpr137c","GPR137C"
"Mark3","MARK3"
"Fam174c","FAM174C"
"Zfp644","ZNF644"
"Ibtk","IBTK"
"Orc3","ORC3"
"Slc25a32","SLC25A32"
"Cip2a","CIP2A"
"Yars2","YARS2"
"Ccnyl1","CCNYL1"
"Ccnyl1","CCNYL2"
"Ccnyl1","CCNYL3"
"Tpcn2","TPCN2"
"Adad1","ADAD1"
"Sh3rf1","SH3RF1"
"Lcorl","LCORL"
"Fam114a2","FAM114A2"
"Arid2","ARID2"
"Zmpste24","ZMPSTE24"
"Wrap73","WRAP73"
"Zdhhc18","ZDHHC18"
"Iars1","IARS1"
"Slc43a1","SLC43A1"
"Trp53i11","TP53I11"
"Bud13","BUD13"
"Nkx2-4","NKX2-4"
"Ugp2","UGP2"
"Adsl","ADSL"
"Baz1b","BAZ1B"
"Plch2","PLCH2"
"Tgm1","TGM1"
"Stau1","STAU1"
"Nobox","NOBOX"
"Zfp668","ZNF668"
"Exd2","EXD2"
"Prr14l","PRR14L"
"Ccnt1","CCNT1"
"Nelfa","NELFA"
"Vcam1","VCAM1"
"Med15","MED15"
"Gpr107","GPR107"
"Nfrkb","NFRKB"
"Lipt1","LIPT1"
"Angptl4","ANGPTL4"
"Fibcd1","FIBCD1"
"Fibp","FIBP"
"Figla","FIGLA"
"Fig4","FIG4"
"Vegfd","VEGFD"
"Edar","EDAR"
"Fip1l1","FIP1L1"
"Fitm1","FITM1"
"Spata20","SPATA20"
"Nmi","NMI"
"Rpl5","RPL5"
"Fkbp1a","FKBP1A"
"Fkbp1a","FKBP1C"
"Mak","MAK"
"Alg11","ALG11"
"Msln","MSLN"
"Mmp9","MMP9"
"Mdh1","MDH1"
"Pcsk7","PCSK7"
"H2bc7","H2BC13"
"H2bc21","H2BC11"
"H2bc13","H2BC13"
"H2bc23","H2BC13"
"H2bc22","H2BC13"
"H2bc14","H2BC5"
"H2bc18","H2BC18"
"H2bc24","H2BC13"
"H2bc6","H2BC10"
"H2bc6","H2BC21"
"H2bc6","H2BC4"
"H2bc6","H2BC5"
"H2bc6","H2BC6"
"H2bc6","H2BC7"
"H2bc6","H2BC8"
"H2bc26","H2BC26"
"H2bc9","H2BC5"
"H2bc15","H2BC13"
"H2bc11","H2BC13"
"H2bc8","H2BC10"
"H2bc8","H2BC21"
"H2bc8","H2BC4"
"H2bc8","H2BC5"
"H2bc8","H2BC6"
"H2bc8","H2BC7"
"H2bc8","H2BC8"
"H2bc3","H2BC3"
"H2bc12","H2BC13"
"H2bc4","H2BC10"
"H2bc4","H2BC21"
"H2bc4","H2BC4"
"H2bc4","H2BC5"
"H2bc4","H2BC6"
"H2bc4","H2BC7"
"H2bc4","H2BC8"
"H2bc27","H2BC27P"
"Eef1b2","EEF1B2"
"Krt34","KRT31"
"Krt34","KRT33A"
"Krt34","KRT33B"
"Krt34","KRT34"
"Cfap74","CFAP74"
"Shroom2","SHROOM2"
"Pfpl","MPEG1"
"Mpeg1","MPEG1"
"Socs3","SOCS3"
"Ccnc","CCNC"
"Mfap4","MFAP4"
"Rabggtb","RABGGTB"
"Grn","GRN"
"Zfp646","ZNF646"
"Ifi27","IFI27"
"Ifi27","IFI27L1"
"Ifi27","IFI27L2"
"Ifi27l2a","IFI27"
"Ifi27l2a","IFI27L1"
"Ifi27l2a","IFI27L2"
"Cfap52","CFAP52"
"Nfkbia","NFKBIA"
"Cluap1","CLUAP1"
"Plpp2","PLPP2"
"Pcolce","PCOLCE"
"Zfand3","ZFAND3"
"Parp3","PARP3"
"Lamtor4","LAMTOR4"
"Tnrc6c","TNRC6C"
"G3bp1","G3BP1"
"Efhd1","EFHD1"
"Cimap1b","CIMAP1B"
"Cimap1a","CIMAP1A"
"Pcdh18","PCDH18"
"Vsig10","VSIG10"
"Man1a2","MAN1A2"
"Tmc4","TMC4"
"Nrsn1","NRSN1"
"Pfkfb2","PFKFB2"
"Trak2","TRAK2"
"Tec","TEC"
"Krt83","KRT83"
"Krt78","KRT78"
"Krt87","KRT81"
"Krt87","KRT83"
"Krt87","KRT86"
"Krt87","KRT87P"
"Krt81","KRT81"
"Krt82","KRT82"
"Krt86","KRT86"
"Krt85","KRT85"
"Tesk1","TESK1"
"Ptpn6","PTPN6"
"Mx2","MX1"
"Mx2","MX2"
"Ptprf","PTPRF"
"Thrb","THRB"
"Wdr83","WDR83"
"Cldnd1","CLDND1"
"Rgs5","RGS5"
"Rogdi","ROGDI"
"Oxt","OXT"
"Tubb4a","TUBB4A"
"Tmem50a","TMEM50A"
"Tmem50b","TMEM50B"
"Nme6","NME6"
"Hexd","HEXD"
"Ikbkg","IKBKG"
"Slain1","SLAIN1"
"Vps36","VPS36"
"Tbc1d10b","TBC1D10B"
"Uaca","UACA"
"Naa38","NAA38"
"Gas6","GAS6"
"Pianp","PIANP"
"Otof","OTOF"
"Tsc22d1","TSC22D1"
"Tspan3","TSPAN3"
"Chpf2","CHPF2"
"Ctxn2","CTXN2"
"Itm2c","ITM2C"
"Ggct","GGCT"
"Irf2bp2","IRF2BP2"
"Fam78b","FAM78B"
"Mapre3","MAPRE3"
"Arfip2","ARFIP2"
"Kidins220","KIDINS220"
"R3hdm1","R3HDM1"
"Prrt4","PRRT4"
"Emsy","EMSY"
"Htr6","HTR6"
"Zic4","ZIC4"
"Klf15","KLF15"
"Clpp","CLPP"
"Pmch","PMCH"
"Pmch","PMCHL1"
"Pmch","PMCHL2"
"Sema3e","SEMA3E"
"Septin5","SEPTIN5"
"Csnk1e","CSNK1E"
"Csnk1e","TPTEP2-CSNK1E"
"Pdyn","PDYN"
"Npdc1","NPDC1"
"Osgep","OSGEP"
"Rab5a","RAB5A"
"Grm1","GRM1"
"Hpdl","HPDL"
"Cpne2","CPNE2"
"Mlf2","MLF2"
"Ppfia2","PPFIA2"
"Ap1s2","AP1S2"
"Cyp39a1","CYP39A1"
"Nicol1","NICOL1"
"Srd5a3","SRD5A3"
"Got2","GOT2"
"Sft2d3","SFT2D3"
"Lin7b","LIN7B"
"Gypc","GYPC"
"Ptpru","PTPRU"
"Il12b","IL12B"
"Psmd4","PSMD4"
"Hbb-bs","HBB"
"Hbb-bs","HBD"
"Hbb-bt","HBB"
"Hbb-bt","HBD"
"Hbb-b2","HBB"
"Hbb-b2","HBD"
"Hbb-bh1","HBG1"
"Hbb-bh1","HBG2"
"Hbb-b1","HBB"
"Hbb-b1","HBD"
"Hbb-bh0","HBG1"
"Hbb-bh0","HBG2"
"Rcbtb1","RCBTB1"
"Use1","USE1"
"Per2","PER2"
"Smad2","SMAD2"
"C2cd5","C2CD5"
"Slc6a1","SLC6A1"
"Stxbp1","STXBP1"
"Dpf3","DPF3"
"Lrrc4","LRRC4"
"Atl1","ATL1"
"Sema6a","SEMA6A"
"Sdhb","SDHB"
"Zfp219","ZNF219"
"AI593442","C11orf87"
"Ppp3ca","PPP3CA"
"Crebzf","CREBZF"
"Dnajc18","DNAJC18"
"Ndst1","NDST1"
"Plp2","PLP2"
"Nell2","NELL2"
"Snn","SNN"
"Insyn1","INSYN1"
"Cul2","CUL2"
"Trim9","TRIM9"
"Wdr41","WDR41"
"Ksr2","KSR2"
"Tcea1","TCEA1"
"Micos10","MICOS10"
"Neurod2","NEUROD2"
"Bnip3","BNIP3"
"Vgf","VGF"
"Cnot11","CNOT11"
"Ndufb4b","NDUFB4"
"Ndufb4","NDUFB4"
"Madd","MADD"
"Arhgap42","ARHGAP42"
"Vstm2b","VSTM2B"
"Tarbp2","TARBP2"
"Hapln2","HAPLN2"
"Abcc5","ABCC5"
"Utp11","UTP11"
"Wdr37","WDR37"
"Npffr1","NPFFR1"
"Calb1","CALB1"
"Myl1","MYL1"
"Tlcd5","TLCD5"
"Mrpl40","MRPL40"
"Tpst1","TPST1"
"Cttnbp2","CTTNBP2"
"Kif2a","KIF2A"
"Mpnd","MPND"
"Ube2ql1","UBE2QL1"
"Nr2e3","NR2E3"
"Acsbg2","ACSBG2"
"Echs1","ECHS1"
"Rab3gap1","RAB3GAP1"
"Begain","BEGAIN"
"Ttyh3","TTYH3"
"Ncam1","NCAM1"
"Cdr2l","CDR2L"
