"gene_id","gene_symbol","gene_type","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000148840.11","PPRC1","protein_coding",1572.37806081719,0.938216176180876,0.113465610717513,8.26872715220018,1.35396735056351e-16,8.03615056966689e-15
"ENSG00000063046.18","EIF4B","protein_coding",63338.9052250736,-0.533976696260383,0.0645915536796433,-8.26697402122828,1.37401887966276e-16,8.13275735228958e-15
"ENSG00000163322.14","ABRAXAS1","protein_coding",2253.1381933806,-0.680827382084827,0.082383020200544,-8.26417118997941,1.40668625840858e-16,8.30330285956517e-15
"ENSG00000100297.16","MCM5","protein_coding",3977.87897912098,0.813777185644708,0.0986387436693023,8.250076545713,1.58293102528642e-16,9.31810080322294e-15
"ENSG00000215717.7","TMEM167B","protein_coding",3766.13592749432,-0.718982744412921,0.0871619793738454,-8.24881157561992,1.59977443441981e-16,9.39159133230922e-15
"ENSG00000136710.10","CCDC115","protein_coding",2079.7535338257,-0.638908727805898,0.0774986771537197,-8.24412430342023,1.66374131935969e-16,9.74057247978383e-15
"ENSG00000115944.15","COX7A2L","protein_coding",14189.0756059001,-0.568747834982982,0.0690650715724412,-8.23495613678517,1.79623437166642e-16,1.04877695223721e-14
"ENSG00000091947.10","TMEM101","protein_coding",4030.63329414519,-0.748834562751428,0.0909679537498896,-8.23185013933917,1.84343788229734e-16,1.0734288965972e-14
"ENSG00000165480.16","SKA3","protein_coding",1422.83566776506,0.741528022098977,0.0902344027432952,8.21779719879705,2.07275089894252e-16,1.20370399239128e-14
"ENSG00000052802.13","MSMO1","protein_coding",29806.0360494167,-0.519257322948339,0.0633142170748424,-8.20127527336452,2.37850185642273e-16,1.37754899184483e-14
"ENSG00000104408.11","EIF3E","protein_coding",45849.077417893,-0.560298520064035,0.0683800057379907,-8.19389401941426,2.52907770462931e-16,1.46083054011363e-14
"ENSG00000121152.10","NCAPH","protein_coding",3325.99283212401,0.754889275994776,0.0921591812183498,8.19114564620796,2.58751238258281e-16,1.48741078307101e-14
"ENSG00000251095.8","ENSG00000251095","lncRNA",687.235701629368,3.5377706489757,0.431905220293715,8.19108101210228,2.5889025001236e-16,1.48741078307101e-14
"ENSG00000104081.14","BMF","protein_coding",2026.68475646483,-0.827779494504044,0.101063276511283,-8.19070510158684,2.59700199610569e-16,1.48809595760897e-14
"ENSG00000154767.15","XPC","protein_coding",3165.68319375087,0.737407941380781,0.0901314256213958,8.18147428931526,2.80391931438971e-16,1.60239898218903e-14
"ENSG00000105856.14","HBP1","protein_coding",3359.81941905769,-0.62102854063112,0.0759614647136874,-8.17557353550105,2.94461779117161e-16,1.67835424102625e-14
"ENSG00000123983.15","ACSL3","protein_coding",15272.805519498,-0.569861714270318,0.0697207937474136,-8.17348288280866,2.99611886774855e-16,1.70320266505653e-14
"ENSG00000116830.12","TTF2","protein_coding",2487.12031444811,0.688951356965445,0.0843586282508851,8.16693409139469,3.16325602601048e-16,1.79348292316831e-14
"ENSG00000114200.10","BCHE","protein_coding",7850.16669474151,-0.552996304816423,0.0677520959206582,-8.16205458003859,3.29373296212932e-16,1.8625584427579e-14
"ENSG00000125354.24","SEPTIN6","protein_coding",5282.11858954166,-0.612448973884286,0.0750569873328307,-8.15978625905218,3.35617964110899e-16,1.89290288920663e-14
"ENSG00000180071.21","ANKRD18A","protein_coding",157.722601059005,2.0942281117091,0.256865575857769,8.15301195855341,3.54970495609936e-16,1.99682488979532e-14
"ENSG00000154265.16","ABCA5","protein_coding",4296.69918027103,-0.926595860031613,0.113674138250431,-8.15133392953693,3.59931711091286e-16,2.01946060298483e-14
"ENSG00000173706.15","HEG1","protein_coding",6740.42313279669,0.714716693532269,0.0877533819675777,8.14460568364574,3.80519885696512e-16,2.12942881489126e-14
"ENSG00000204469.13","PRRC2A","protein_coding",16726.7434335899,0.633437206247381,0.0778343818078768,8.13826989479959,4.00966226272729e-16,2.23803558161812e-14
"ENSG00000108231.14","LGI1","protein_coding",834.29932368809,1.04856035444373,0.128876777110929,8.13614661965971,4.08057592044753e-16,2.26587650015572e-14
"ENSG00000102103.18","PQBP1","protein_coding",4241.46223972884,-0.656637082663506,0.0807032232275349,-8.13644184708933,4.07064235795578e-16,2.26587650015572e-14
"ENSG00000064115.11","TM7SF3","protein_coding",5863.20150613009,0.575154456201271,0.0707261038705998,8.13213827321198,4.21783303133931e-16,2.3360723048896e-14
"ENSG00000188157.15","AGRN","protein_coding",7114.0603061485,0.648717557222498,0.0798141549915228,8.127850971941,4.36967968736325e-16,2.41396791959593e-14
"ENSG00000181163.14","NPM1","protein_coding",119211.697312027,-0.466158181648594,0.0574017437731301,-8.12097596705422,4.62449611584507e-16,2.54170328611944e-14
"ENSG00000101198.15","NKAIN4","protein_coding",3477.11745273219,-0.697835899218607,0.0859284036533842,-8.12113189060883,4.61855781928896e-16,2.54170328611944e-14
"ENSG00000126947.13","ARMCX1","protein_coding",5175.74670522546,-0.523858327620464,0.0647335102342179,-8.09253701406036,5.84346361135437e-16,3.20349678133919e-14
"ENSG00000169174.12","PCSK9","protein_coding",2348.78595924397,-0.789107988183456,0.0975189778014478,-8.0918402343194,5.87699651471664e-16,3.213702789583e-14
"ENSG00000170271.11","FAXDC2","protein_coding",1282.83454504542,-0.837110427174098,0.103486470312257,-8.08908086871862,6.01166490854028e-16,3.27902077100001e-14
"ENSG00000163362.11","INAVA","protein_coding",1295.90321679005,0.788957941655686,0.0975852248639698,8.08480938334123,6.22614994746319e-16,3.38743435904279e-14
"ENSG00000142534.7","RPS11","protein_coding",154897.532955995,-0.663683857077483,0.0820950850870653,-8.0843311919784,6.25062582627909e-16,3.39218472108773e-14
"ENSG00000109956.13","B3GAT1","protein_coding",3975.44375349946,0.581763410312802,0.0719881224729528,8.081380515673,6.40376520770041e-16,3.4665608391936e-14
"ENSG00000119596.18","YLPM1","protein_coding",5675.99115522818,0.593340990868273,0.0734554170677154,8.07756615582615,6.60721866379739e-16,3.56773248399786e-14
"ENSG00000122406.14","RPL5","protein_coding",120735.769225649,-0.471348411533855,0.0584066984026426,-8.07010881328175,7.02355445369097e-16,3.7830620176193e-14
"ENSG00000133687.16","TMTC1","protein_coding",1372.75377371037,0.726709095764196,0.0900691893540789,8.06834280374576,7.12587376169254e-16,3.82860224926847e-14
"ENSG00000101104.13","PABPC1L","protein_coding",829.522655078953,0.958694017815152,0.118885012128734,8.06404441273924,7.38109239381487e-16,3.95586158270501e-14
"ENSG00000162692.12","VCAM1","protein_coding",4057.06667559726,-0.875877247802555,0.108722051059829,-8.0561140933642,7.87581255413792e-16,4.21053055778912e-14
"ENSG00000164236.12","ANKRD33B","protein_coding",840.594083366246,1.08045456633836,0.134161968947792,8.0533594938429,8.05518601243837e-16,4.29576689697982e-14
"ENSG00000148396.19","SEC16A","protein_coding",4096.41878545532,0.661737824722868,0.0823569536686217,8.03499638155014,9.3581665206377e-16,4.97831352313924e-14
"ENSG00000126458.4","RRAS","protein_coding",2935.70521508272,-0.784483904751847,0.0976961020636798,-8.02983832702463,9.76011975586157e-16,5.17935419064132e-14
"ENSG00000179242.16","CDH4","protein_coding",2566.84812716341,0.705417588514404,0.0878692201920184,8.02803970460728,9.90424301189037e-16,5.24292176145401e-14
"ENSG00000162063.13","CCNF","protein_coding",1526.26427778741,0.747997630172991,0.0932544320237853,8.02104108019453,1.0485265156781e-15,5.53688818144233e-14
"ENSG00000111602.12","TIMELESS","protein_coding",9600.64376290108,0.653391656151836,0.0814628501131242,8.02073160028771,1.05117189467503e-15,5.53728568967568e-14
"ENSG00000044524.11","EPHA3","protein_coding",17902.7662677883,-0.747153632293597,0.0931872349963498,-8.0177680164334,1.07683934751952e-15,5.65865944934343e-14
"ENSG00000141526.18","SLC16A3","protein_coding",547.793726963615,-1.27148312278546,0.158604003615468,-8.01671517617013,1.08610577650706e-15,5.69346689898894e-14
"ENSG00000166483.12","WEE1","protein_coding",5942.65277685496,0.560010613738271,0.0698782909557868,8.01408572073692,1.10959302961835e-15,5.80247131629304e-14
"ENSG00000119655.11","NPC2","protein_coding",12365.0955663346,-0.603418232828285,0.0753004107121967,-8.01347864003811,1.11508638937546e-15,5.81707899735937e-14
"ENSG00000075568.17","TMEM131","protein_coding",3549.59875724949,0.613621850991796,0.0766084632564116,8.00984414656615,1.14853902020739e-15,5.97551228736566e-14
"ENSG00000086758.17","HUWE1","protein_coding",14026.7226554259,0.685292793198512,0.0855591367144385,8.00958050203031,1.15100375922801e-15,5.97551228736566e-14
"ENSG00000128567.17","PODXL","protein_coding",17715.4198047357,0.611950584949348,0.0764122349487259,8.00854189594086,1.16076419210284e-15,6.01169820164801e-14
"ENSG00000128973.13","CLN6","protein_coding",857.923279454005,0.958960861049819,0.119848253477681,8.00145878828686,1.22953741107634e-15,6.35260995722778e-14
"ENSG00000110107.9","PRPF19","protein_coding",5240.00445289877,0.545016777156455,0.0681907383996499,7.99253373621267,1.32193321123112e-15,6.81364857319963e-14
"ENSG00000101412.13","E2F1","protein_coding",1884.32313107326,0.77471286279693,0.0969556856282643,7.99038094338521,1.34522423320362e-15,6.91714942825106e-14
"ENSG00000057608.17","GDI2","protein_coding",37646.4089199414,-0.49094515982316,0.0614622340765874,-7.98775324716311,1.37420157165237e-15,7.04932687172627e-14
"ENSG00000160298.18","C21orf58","protein_coding",1827.09050925282,0.74975960649244,0.0939664859157285,7.97901080567005,1.47510662662859e-15,7.54897203579883e-14
"ENSG00000267509.5","ENSG00000267509","lncRNA",97.5944723096296,2.43559331865462,0.305266093722422,7.97859103497193,1.48013103025511e-15,7.55673531915791e-14
"ENSG00000105048.18","TNNT1","protein_coding",285.007941734582,-1.31804142073383,0.165347309197164,-7.97135089245486,1.56949179576625e-15,7.99401908741933e-14
"ENSG00000173726.11","TOMM20","protein_coding",30881.0142374077,-0.437653024083079,0.054916305745827,-7.96945493946188,1.59375727413005e-15,8.09846709224807e-14
"ENSG00000152953.13","STK32B","protein_coding",295.527079672487,1.29624414248403,0.162724003958942,7.9659061413649,1.64017401623032e-15,8.29519933795357e-14
"ENSG00000089057.15","SLC23A2","protein_coding",2870.86795292078,0.608786618358449,0.0764227063604609,7.96604369762831,1.63835028482427e-15,8.29519933795357e-14
"ENSG00000120594.17","PLXDC2","protein_coding",8673.34927370621,-0.599656331317956,0.0753033857066282,-7.96320544808087,1.6763877352176e-15,8.45849502465181e-14
"ENSG00000013573.17","DDX11","protein_coding",1953.08265396883,0.661464848839308,0.0831034311484937,7.9595371658887,1.72683996583262e-15,8.6927025850149e-14
"ENSG00000147481.17","SNTG1","protein_coding",194.832490739068,1.80686034348204,0.227143923252282,7.95469373607327,1.79575166143746e-15,9.01852436962004e-14
"ENSG00000131153.9","GINS2","protein_coding",3198.04897846699,0.80038156919959,0.100629200384292,7.95377053721004,1.80919081289172e-15,9.06488745668652e-14
"ENSG00000111276.12","CDKN1B","protein_coding",14900.45515461,-0.51156646958532,0.0643302029527439,-7.95219735216924,1.8323204989231e-15,9.15947683278378e-14
"ENSG00000223508.5","RPL23AP53","transcribed_processed_pseudogene",395.12028286396,1.28541689458706,0.161805383021026,7.94421588816993,1.9542298422374e-15,9.74626897014e-14
"ENSG00000174233.12","ADCY6","protein_coding",4363.03371465301,0.576159500910589,0.0725865738557465,7.93754919546978,2.06215263397899e-15,1.02607571591403e-13
"ENSG00000072501.19","SMC1A","protein_coding",11194.6068131853,0.619485414010915,0.0780570720404193,7.93631374861376,2.08278747833343e-15,1.03395521245838e-13
"ENSG00000154310.17","TNIK","protein_coding",6909.18966586139,0.610637010149866,0.0770384132052265,7.9263965175809,2.25596467839654e-15,1.11735078151847e-13
"ENSG00000140022.14","STON2","protein_coding",2339.79418172269,0.80716953410575,0.101937727010402,7.91826105778661,2.40855259196427e-15,1.19018957784106e-13
"ENSG00000142627.13","EPHA2","protein_coding",10349.0284837875,0.756543474480956,0.09555515660947,7.91734848568056,2.42629012322641e-15,1.19621100011243e-13
"ENSG00000054356.14","PTPRN","protein_coding",106.960981920767,2.32190065401709,0.293579819724681,7.90892458546561,2.59621819453498e-15,1.27706668952639e-13
"ENSG00000131269.19","ABCB7","protein_coding",4176.67469901587,-0.636798197146226,0.0806504474774003,-7.895780086337,2.88504998991352e-15,1.41590893012954e-13
"ENSG00000164880.16","INTS1","protein_coding",4072.54397531221,0.680601003323114,0.0863718193831944,7.87989657024106,3.27652182478362e-15,1.60437869806734e-13
"ENSG00000143622.12","RIT1","protein_coding",6755.28012128019,-0.505235216532858,0.0641403215855195,-7.87702967561861,3.35255310197264e-15,1.63788563678006e-13
"ENSG00000162992.5","NEUROD1","protein_coding",164.875722952722,-1.93968592931559,0.246344567657839,-7.87387336265409,3.43826971178751e-15,1.67596201222765e-13
"ENSG00000138496.17","PARP9","protein_coding",1300.35921732937,-0.817599252308184,0.103900890046944,-7.86903030319359,3.57400604525304e-15,1.73819323352092e-13
"ENSG00000168621.15","GDNF","protein_coding",51.4519373430735,3.84416678689274,0.488611131468768,7.86753829233722,3.6168758006462e-15,1.75113683426792e-13
"ENSG00000277639.3","CHD9NB","protein_coding",263.605041155998,1.65656150242626,0.210554939628761,7.86759743251342,3.6151669376565e-15,1.75113683426792e-13
"ENSG00000111859.17","NEDD9","protein_coding",5975.77782367377,0.559300902348111,0.0710943318905717,7.86702522514715,3.63173436030003e-15,1.75438826889382e-13
"ENSG00000070081.18","NUCB2","protein_coding",4646.62556458663,-0.564042808701501,0.0717102095781074,-7.86558583526576,3.67374102465338e-15,1.77071029924289e-13
"ENSG00000165661.18","QSOX2","protein_coding",2264.96417087324,0.628106225745976,0.0798994098380375,7.86121232959289,3.80433275061007e-15,1.82956136410478e-13
"ENSG00000100427.16","MLC1","protein_coding",2364.14310463658,-0.732415974558273,0.0931756375657359,-7.86059525529461,3.82312258399323e-15,1.83450280784263e-13
"ENSG00000116717.13","GADD45A","protein_coding",2948.98603671632,0.802276246974067,0.102124062415797,7.85589828680732,3.96917083116548e-15,1.89953429537156e-13
"ENSG00000067225.21","PKM","protein_coding",30754.8867882963,0.568097433534508,0.0723168294496479,7.85567395387621,3.97628204786527e-15,1.89953429537156e-13
"ENSG00000122779.18","TRIM24","protein_coding",17807.990972815,0.43998193132746,0.0560328362224373,7.85221596816613,4.08749822028836e-15,1.9483440078786e-13
"ENSG00000116171.19","SCP2","protein_coding",8013.01533136847,-0.470705320271822,0.0599707642091009,-7.8489131575947,4.1965807137561e-15,1.99592343218267e-13
"ENSG00000147485.13","PXDNL","protein_coding",709.655147299723,1.05825670719097,0.134901563807701,7.84465855932916,4.34133053997474e-15,2.06021952607392e-13
"ENSG00000168243.11","GNG4","protein_coding",2307.52599902007,0.625916476702867,0.0798890953496972,7.83481742987642,4.69524441238782e-15,2.2232756234043e-13
"ENSG00000188343.14","CIBAR1","protein_coding",2919.52264403803,-0.593565002450889,0.0759343035187777,-7.81682289749464,5.41732375642937e-15,2.55956667395331e-13
"ENSG00000179520.11","SLC17A8","protein_coding",296.210447873289,-1.66796937811674,0.213572406982497,-7.80985428634252,5.72541392913168e-15,2.6992131970053e-13
"ENSG00000197136.5","PCNX3","protein_coding",2087.08878809593,0.786412149219539,0.101063772634343,7.78134566641247,7.17571326332264e-15,3.37556205804119e-13
"ENSG00000139684.15","ESD","protein_coding",11368.6262223202,-0.492105328861316,0.0632654902603221,-7.77841642950085,7.34379892042685e-15,3.44710561526354e-13
"ENSG00000011332.22","DPF1","protein_coding",691.386382875781,0.907344039803166,0.116673956605324,7.77674869527619,7.44122195065796e-15,3.48328389610826e-13
"ENSG00000088970.16","KIZ","protein_coding",1152.81341641442,-0.78302966607452,0.100691202570619,-7.77654498192478,7.45320898633514e-15,3.48328389610826e-13
"ENSG00000174776.12","WDR49","protein_coding",594.052155809255,-1.0739245085648,0.138162167469226,-7.77292748251071,7.66926522398154e-15,3.56877579375124e-13
"ENSG00000166016.6","ABTB2","protein_coding",827.499420118796,1.09058310080221,0.140303758147129,7.77301417442128,7.6640161451134e-15,3.56877579375124e-13
"ENSG00000062822.16","POLD1","protein_coding",2034.44319715378,0.851224273544176,0.109526795699904,7.77183581519609,7.73566780447359e-15,3.59191730274533e-13
"ENSG00000126561.18","STAT5A","protein_coding",639.037245792176,-0.960793147178665,0.123722996414779,-7.76567958278044,8.12086124243214e-15,3.76266570899356e-13
"ENSG00000117713.21","ARID1A","protein_coding",7470.33049988226,0.603907555057003,0.0777868836014449,7.7636167834057,8.25410481561976e-15,3.81619502687828e-13
"ENSG00000287243.2","THCAT155","lncRNA",471.934896185008,-1.0723048294053,0.138173434437978,-7.76057158720064,8.45474640900776e-15,3.90058910882382e-13
"ENSG00000100979.15","PLTP","protein_coding",4639.83901456865,0.786916054916797,0.101448930061597,7.75677037144701,8.71194639802343e-15,4.01065993900459e-13
"ENSG00000128512.24","DOCK4","protein_coding",1895.92507255757,0.736529443077615,0.0950925634486694,7.74539476449376,9.52853416700482e-15,4.37723387266778e-13
"ENSG00000168175.16","MAPK1IP1L","protein_coding",5535.72059471105,0.583776896901153,0.0753949209770275,7.74292073439572,9.71586175610565e-15,4.45379237309141e-13
"ENSG00000130204.13","TOMM40","protein_coding",3077.37399277326,0.665911280883741,0.0860283467282952,7.74060302456934,9.89463876847348e-15,4.52611448549387e-13
"ENSG00000064989.13","CALCRL","protein_coding",1349.04847107787,-0.771679222224063,0.0997596258114744,-7.7353860937929,1.03089763949471e-14,4.70565458536305e-13
"ENSG00000128191.17","DGCR8","protein_coding",2559.67519970289,0.6302011855389,0.0815473938481063,7.72803587951247,1.0921856562019e-14,4.97487102809091e-13
"ENSG00000114541.15","FRMD4B","protein_coding",2339.07078266082,-0.833090948044881,0.108003663935445,-7.71354338999859,1.22371724888258e-14,5.56223378210449e-13
"ENSG00000177508.12","IRX3","protein_coding",1981.84544326794,-0.653261872559039,0.0847150782530245,-7.71128217113718,1.24559917373089e-14,5.64977562063832e-13
"ENSG00000148219.18","ASTN2","protein_coding",481.732622116209,1.4797208623865,0.191914063091172,7.71033054353882,1.25492281564715e-14,5.68010757628527e-13
"ENSG00000170324.21","FRMPD2","protein_coding",96.2577548204082,3.25090273304067,0.421881169586097,7.70573082517549,1.3009659198024e-14,5.87616577403412e-13
"ENSG00000224294.1","PINCR","lncRNA",111.145331715839,3.12703562162596,0.405841502298393,7.70506615000361,1.30775531100406e-14,5.8944745137202e-13
"ENSG00000167900.12","TK1","protein_coding",1459.2596639967,0.888501323206303,0.115412986347059,7.6984518928787,1.37724564943791e-14,6.19473017059287e-13
"ENSG00000095319.14","NUP188","protein_coding",3438.69568386905,0.655115182257365,0.0851101484811995,7.69726282879271,1.39011779763428e-14,6.23960165625638e-13
"ENSG00000087087.20","SRRT","protein_coding",5958.86091510711,0.589547763186298,0.0766505524626969,7.69137004554807,1.4556774115534e-14,6.52028478834056e-13
"ENSG00000239306.5","RBM14","protein_coding",2592.03487397012,0.623786115598469,0.0811879316658145,7.6832369392793,1.55118306975605e-14,6.93365959292408e-13
"ENSG00000148516.23","ZEB1","protein_coding",12098.2197135622,-0.664018016403333,0.0865009857218626,-7.67642138250809,1.63594376665188e-14,7.2973930543509e-13
"ENSG00000071539.14","TRIP13","protein_coding",1337.56907467329,0.830102534551308,0.108298883892448,7.66492234006479,1.78939440733246e-14,7.96539307974751e-13
"ENSG00000112972.15","HMGCS1","protein_coding",105875.057116718,-0.450003770487424,0.0587230931869826,-7.66314827889853,1.81429670987733e-14,8.05959229160972e-13
"ENSG00000160752.15","FDPS","protein_coding",14916.1814057323,-0.45223683985052,0.059046827556504,-7.65895236992637,1.87455898146632e-14,8.31015910610945e-13
"ENSG00000185274.13","GALNT17","protein_coding",2190.32571619507,0.63976893094593,0.0835516865912597,7.6571635720021,1.90084469382221e-14,8.40938376353173e-13
"ENSG00000133401.16","PDZD2","protein_coding",781.506778464573,1.05177817356502,0.1374149719778,7.65402894915221,1.94778399702318e-14,8.59938651964436e-13
"ENSG00000121753.13","ADGRB2","protein_coding",2184.94851701744,0.761568990780469,0.0995786389339597,7.64791524501092,2.04263766551853e-14,8.99971953038787e-13
"ENSG00000165629.20","ATP5F1C","protein_coding",13163.5030423277,-0.458917018867607,0.0600700693422382,-7.63969517419751,2.17736613396561e-14,9.57374558291613e-13
"ENSG00000108852.16","MPP2","protein_coding",1764.65106116126,0.787069452635064,0.103042582918697,7.63829312446562,2.20120277891365e-14,9.65884192906202e-13
"ENSG00000156587.16","UBE2L6","protein_coding",8240.64896799347,-0.512716790823498,0.0671408639794353,-7.63643421360409,2.23320281578283e-14,9.77934037927666e-13
"ENSG00000113269.14","RNF130","protein_coding",14475.2847033674,-0.464478746616744,0.060872212451595,-7.63039041805968,2.34043833545033e-14,1.0228142786466e-12
"ENSG00000077235.18","GTF3C1","protein_coding",7047.60938921338,0.494840671736927,0.0648909123050892,7.62573146468335,2.42654489832501e-14,1.05829776992737e-12
"ENSG00000115414.21","FN1","protein_coding",11750.8747425958,0.639747992147692,0.0839372512947438,7.62174103010869,2.50276771154252e-14,1.08933596656937e-12
"ENSG00000138449.11","SLC40A1","protein_coding",807.020022982939,-0.884761310617281,0.116393747655292,-7.60145049403823,2.92829794515171e-14,1.27197941992528e-12
"ENSG00000174721.10","FGFBP3","protein_coding",78808.0073564406,-0.544933999297494,0.071724959885952,-7.59755042266987,3.01788646288092e-14,1.30825681776196e-12
"ENSG00000166341.9","DCHS1","protein_coding",4791.75523751536,0.690543248646867,0.0909009430714438,7.59665659468608,3.03879524028506e-14,1.31467557132413e-12
"ENSG00000061337.16","LZTS1","protein_coding",1431.75678947167,0.838413045253499,0.110484218580284,7.5885321544295,3.23549684941033e-14,1.39696953147386e-12
"ENSG00000126461.15","SCAF1","protein_coding",4155.9763205247,0.737799176744027,0.0972304408753226,7.58815007010096,3.24504956946099e-14,1.39829185948074e-12
"ENSG00000185201.18","IFITM2","protein_coding",12770.5889627402,-0.637649284812295,0.0840575443136781,-7.58586620652127,3.30273095756008e-14,1.42030615729804e-12
"ENSG00000012048.25","BRCA1","protein_coding",2371.89115777853,0.691102736893017,0.0911754157039679,7.57992416658585,3.45756995664213e-14,1.48393116963854e-12
"ENSG00000168411.14","RFWD3","protein_coding",3381.18514521548,0.601431635479345,0.0794683605463952,7.56818979709815,3.78460778059751e-14,1.62106112590404e-12
"ENSG00000204681.11","GABBR1","protein_coding",3927.22505447837,0.556245885273998,0.0735152154673022,7.56640488282868,3.83694895255957e-14,1.64021954727968e-12
"ENSG00000130766.5","SESN2","protein_coding",2267.04093631539,0.869340710629503,0.114933478224215,7.56385975662874,3.9128159561716e-14,1.66933900545975e-12
"ENSG00000149532.16","CPSF7","protein_coding",4837.81058541023,0.576657384619151,0.0762718146361079,7.56055677146765,4.01347663343437e-14,1.70890027801074e-12
"ENSG00000153902.14","LGI4","protein_coding",391.269852116001,-1.54579183275427,0.204674994479329,-7.5524215192315,4.27239097804321e-14,1.81555549550179e-12
"ENSG00000126950.8","TMEM35A","protein_coding",1120.82399081509,-0.784537447387041,0.103914106195638,-7.54986474993106,4.35710476460939e-14,1.8479098849116e-12
"ENSG00000124207.17","CSE1L","protein_coding",12785.4189423574,0.427615194609616,0.0566666366857581,7.54615448559146,4.48298243731029e-14,1.89756103363163e-12
"ENSG00000149273.15","RPS3","protein_coding",169050.781856288,-0.497629555969841,0.0659842304045763,-7.54164370666553,4.6408427290894e-14,1.96052856074963e-12
"ENSG00000106571.15","GLI3","protein_coding",4749.37786282691,0.591071657964121,0.0783882088429871,7.54031335437256,4.68843494703089e-14,1.9767579439096e-12
"ENSG00000196569.14","LAMA2","protein_coding",641.372350796112,1.09804444555944,0.145652445939698,7.5387985314991,4.74321093363711e-14,1.99594686650804e-12
"ENSG00000157168.22","NRG1","protein_coding",362.313393577154,1.43481410603227,0.190357045397176,7.53748884386471,4.79107607360717e-14,2.01215855761923e-12
"ENSG00000156976.17","EIF4A2","protein_coding",44096.2072041697,-0.455789268986791,0.060489485987232,-7.535016400751,4.88273452132135e-14,2.04666372104802e-12
"ENSG00000163683.12","SMIM14","protein_coding",3901.67391972741,-0.645923794052611,0.0857544960523347,-7.53224406634509,4.98756192967029e-14,2.086544112131e-12
"ENSG00000115652.15","UXS1","protein_coding",3981.98488383609,0.61917002294584,0.0822350500645233,7.52927155099957,5.10241715049464e-14,2.13045692843812e-12
"ENSG00000198960.11","ARMCX6","protein_coding",2573.70546059517,-0.610115615582566,0.0811445140627147,-7.51887693986339,5.52487563716478e-14,2.30238772925948e-12
"ENSG00000161547.17","SRSF2","protein_coding",7651.65518760944,0.495772417174186,0.0660244887856583,7.50891716532118,5.96184327478196e-14,2.47968944701115e-12
"ENSG00000112874.10","NUDT12","protein_coding",2676.97139799763,-0.657284089424229,0.087567342165127,-7.50604132970919,6.09421843057473e-14,2.52986389377134e-12
"ENSG00000177888.8","ZBTB41","protein_coding",3396.21414531839,-0.645728494178684,0.0860505552740772,-7.50405958592588,6.18711576674168e-14,2.5634886383548e-12
"ENSG00000154764.6","WNT7A","protein_coding",1017.91977969442,-0.862426210625801,0.115039997012734,-7.49675098244603,6.54190908802433e-14,2.70528658927993e-12
"ENSG00000158769.18","F11R","protein_coding",1008.83446705633,0.783375964735103,0.104510550817807,7.49566391723224,6.5963611763637e-14,2.72257857365433e-12
"ENSG00000160190.14","SLC37A1","protein_coding",758.537230690181,-0.910938024713645,0.121834024235894,-7.47687709099962,7.61095348859683e-14,3.13533447250131e-12
"ENSG00000153404.15","PLEKHG4B","protein_coding",2717.7009898026,0.731068066762535,0.0977891585850988,7.47596233918241,7.66409048926433e-14,3.151199038e-12
"ENSG00000124406.17","ATP8A1","protein_coding",800.082303754739,-0.935221077919262,0.125124159542158,-7.47434453379213,7.75896138905866e-14,3.18412996432893e-12
"ENSG00000136378.15","ADAMTS7","protein_coding",4294.79018124473,0.716055971814818,0.095936762232139,7.46383299951452,8.40411072739037e-14,3.44233014489782e-12
"ENSG00000124608.5","AARS2","protein_coding",1578.60274567069,0.683836049462605,0.0917375348964315,7.45426667758875,9.03690466027053e-14,3.69389732387144e-12
"ENSG00000089289.16","IGBP1","protein_coding",4116.88316452543,-0.599848959673192,0.0804730193396763,-7.45403819311454,9.05257733582791e-14,3.69389732387144e-12
"ENSG00000187955.13","COL14A1","protein_coding",1436.09681593812,-0.933101150946459,0.125238168997968,-7.45061316699385,9.29074066214524e-14,3.78391318650131e-12
"ENSG00000100814.19","CCNB1IP1","protein_coding",9795.89351982514,-0.507792410180574,0.0681603290795576,-7.4499700491157,9.33614243345004e-14,3.79522997601285e-12
"ENSG00000173221.14","GLRX","protein_coding",777.519814342072,-0.870796846510782,0.116975371722834,-7.44427509556525,9.74781845281843e-14,3.95511767544206e-12
"ENSG00000156467.10","UQCRB","protein_coding",15360.7427941458,-0.566028322265439,0.0760435136230304,-7.44347933567884,9.80674487567207e-14,3.97154733733749e-12
"ENSG00000130066.17","SAT1","protein_coding",4069.11642492957,-0.584272892502104,0.0785244368627288,-7.4406505267079,1.00190678601297e-13,4.04992152057214e-12
"ENSG00000169499.15","PLEKHA2","protein_coding",1650.21571354184,-0.848461302313218,0.114084413706093,-7.4371360184139,1.02891594116901e-13,4.15130972893004e-12
"ENSG00000124613.9","ZNF391","protein_coding",983.432862896249,-0.775190595359297,0.104284740656403,-7.43340387558131,1.05838112398347e-13,4.26220959181754e-12
"ENSG00000151136.15","ABTB3","protein_coding",2090.45879266635,0.688772378064241,0.0926874189723553,7.43113127650768,1.07672782927246e-13,4.32800393314836e-12
"ENSG00000186184.20","POLR1D","protein_coding",7539.40471769309,-0.468716590980637,0.0630970746184932,-7.42849955904707,1.09836447820423e-13,4.40675282735758e-12
"ENSG00000172965.17","MIR4435-2HG","lncRNA",2831.38667199521,0.714757766685011,0.0962457322970239,7.42638400297269,1.11606682024565e-13,4.46945346509155e-12
